interaction_id,customer_id,rm_id,type,timestamp,outcome,rm_notes,duration_minutes,products_discussed
INT_0159,KH_047,RM_001,call,2024-02-15 09:00:00,success,"KH hỏi về gói internet banking doanh nghiệp cho công ty 10 nhân viên.",20,"tai_khoan_sme"
INT_0160,KH_047,RM_001,email,2024-02-15 10:00:00,sent,"Gửi gói Internet Banking doanh nghiệp và biểu phí chuyển khoản.",0,"tai_khoan_sme"
INT_0161,KH_048,RM_002,call,2024-02-15 10:00:00,success,"KH hỏi về vay thế chấp ô tô để bổ sung vốn kinh doanh.",20,"vay_cam_co"
INT_0162,KH_048,RM_002,email,2024-02-15 11:00:00,sent,"Gửi điều kiện vay thế chấp ô tô và tỷ lệ tài trợ.",0,"vay_cam_co"
INT_0163,KH_049,RM_003,call,2024-02-15 09:30:00,success,"KH nhờ tư vấn nên mua nhà hay tiếp tục thuê trong bối cảnh lãi suất hiện tại.",30,"vay_mua_nha"
INT_0164,KH_049,RM_003,email,2024-02-15 11:00:00,sent,"Gửi phân tích tài chính so sánh mua vs thuê theo scenario KH.",0,"vay_mua_nha"
INT_0165,KH_050,RM_001,call,2024-02-16 09:00:00,success,"KH cần hỗ trợ cấp bách: quên mã PIN thẻ ATM. Hướng dẫn reset qua app.",10,"tai_khoan_thanh_toan"
INT_0166,KH_050,RM_001,call,2024-02-16 09:30:00,success,"KH reset PIN thành công. Hỏi thêm về tính năng app mới.",15,"tai_khoan_thanh_toan"
INT_0167,KH_002,RM_001,call,2024-02-16 10:00:00,success,"Hồ sơ vay mua nhà đã đủ. Chuẩn bị thẩm định tài sản tuần sau.",15,"vay_mua_nha"
INT_0168,KH_009,RM_003,call,2024-02-16 09:00:00,success,"Structured note đã thanh toán kỳ lãi 2. KH hỏi về sản phẩm tiếp theo.",20,"structured_note"
INT_0169,KH_023,RM_003,call,2024-02-16 10:00:00,success,"Danh mục đầu tư 2 tỷ tăng trưởng 3.2% sau 3 tuần. KH rất hài lòng.",15,"quy_mo_tcbf"
INT_0170,KH_031,RM_001,call,2024-02-17 09:00:00,success,"KH hỏi về tiết kiệm mục tiêu mua xe trong 2 năm.",20,"tiet_kiem_6_thang"
INT_0171,KH_031,RM_001,email,2024-02-17 10:00:00,sent,"Gửi kế hoạch tiết kiệm mục tiêu 2 năm cho mục tiêu mua xe.",0,"tiet_kiem_6_thang"
INT_0172,KH_033,RM_002,call,2024-02-17 09:30:00,success,"Bảo lãnh ngân hàng đã được duyệt. KH ký hợp đồng bảo lãnh.",20,"bao_lanh"
INT_0173,KH_034,RM_003,call,2024-02-17 10:00:00,success,"KH bổ sung thêm hồ sơ vay mua đất. Đang chờ thẩm định.",10,"vay_mua_nha"
INT_0174,KH_036,RM_002,call,2024-02-17 14:00:00,success,"Thẻ tín dụng cho freelancer được duyệt hạn mức 30tr.",15,"the_visa_gold"
INT_0175,KH_039,RM_002,call,2024-02-18 09:00:00,success,"KH mở TK tiết kiệm USD 10.000 USD lãi suất 3.5%/năm.",15,"tiet_kiem_ngoai_te"
INT_0176,KH_042,RM_002,call,2024-02-18 09:30:00,success,"Hạn mức chiết khấu 5 tỷ đã được phê duyệt. Hẹn ký hợp đồng.",15,"chiet_khau_hoa_don"
INT_0177,KH_043,RM_003,call,2024-02-18 10:00:00,success,"KH hoàn tất nâng hạng VIP. Giới thiệu RM chuyên biệt và dịch vụ ưu tiên.",20,"goi_vip"
INT_0178,KH_044,RM_001,call,2024-02-18 14:00:00,success,"KH mua nhà lần đầu đã sẵn sàng nộp hồ sơ. Hướng dẫn chi tiết.",25,"vay_mua_nha"
INT_0179,KH_045,RM_002,call,2024-02-18 10:00:00,success,"KH đổi 5.000 USD tiền mặt. Tư vấn thêm về TK ngoại tệ.",15,"chuyen_tien_quoc_te"
INT_0180,KH_046,RM_003,call,2024-02-18 14:00:00,success,"Rút một phần TCBF thành công. Tư vấn danh mục mới cho phần rút ra.",20,"quy_mo_tcbf"
INT_0181,KH_051,RM_001,call,2024-02-19 09:00:00,success,"KH hỏi về mở tài khoản cho trẻ em dưới 15 tuổi.",15,"tai_khoan_thanh_toan"
INT_0182,KH_051,RM_001,meeting,2024-02-19 14:00:00,success,"KH và phụ huynh ra chi nhánh mở TK thiếu nhi. Giới thiệu chương trình tiết kiệm cho trẻ.",30,"tai_khoan_thanh_toan"
INT_0183,KH_052,RM_002,call,2024-02-19 09:30:00,success,"KH hỏi về thanh toán hóa đơn điện nước qua Internet Banking.",10,"tai_khoan_thanh_toan"
INT_0184,KH_052,RM_002,call,2024-02-19 10:00:00,success,"Hướng dẫn KH cài đặt thanh toán hóa đơn tự động thành công.",15,"tai_khoan_thanh_toan"
INT_0185,KH_053,RM_003,call,2024-02-19 10:00:00,success,"KH hỏi về phát hành L/C nhập khẩu hàng hóa từ Trung Quốc.",25,"bao_lanh"
INT_0186,KH_053,RM_003,email,2024-02-19 11:30:00,sent,"Gửi quy trình và điều kiện phát hành L/C nhập khẩu.",0,"bao_lanh"
INT_0187,KH_054,RM_001,call,2024-02-20 09:00:00,success,"KH muốn tăng hạn mức Internet Banking từ 100tr lên 500tr/ngày.",10,"tai_khoan_thanh_toan"
INT_0188,KH_054,RM_001,call,2024-02-20 09:30:00,success,"Đã hướng dẫn KH tăng hạn mức qua xác thực Smart OTP thành công.",10,"tai_khoan_thanh_toan"
INT_0189,KH_055,RM_002,call,2024-02-20 10:00:00,success,"KH đại gia bất động sản muốn mở rộng vay đầu tư dự án mới.",30,"vay_kinh_doanh"
INT_0190,KH_055,RM_002,meeting,2024-02-21 14:00:00,success,"Gặp KH và kế toán. Xem xét phương án tài trợ dự án 50 tỷ.",120,"vay_kinh_doanh"
INT_0191,KH_056,RM_003,call,2024-02-20 14:00:00,success,"KH hỏi về vay tiêu dùng để mua đồ nội thất nhà mới.",20,"vay_tin_chap"
INT_0192,KH_056,RM_003,email,2024-02-20 15:00:00,sent,"Gửi thông tin vay tiêu dùng và điều kiện xét duyệt.",0,"vay_tin_chap"
INT_0193,KH_057,RM_001,call,2024-02-21 09:00:00,success,"KH muốn gộp nhiều khoản vay nhỏ thành 1 khoản lớn lãi suất thấp hơn.",25,"vay_tin_chap"
INT_0194,KH_057,RM_001,email,2024-02-21 10:30:00,sent,"Gửi phương án cơ cấu lại nợ và lợi ích tiết kiệm lãi.",0,"vay_tin_chap"
INT_0195,KH_058,RM_002,call,2024-02-21 10:00:00,success,"KH muốn biết điểm tín dụng CIC của mình trước khi vay.",10,"vay_mua_nha"
INT_0196,KH_058,RM_002,call,2024-02-21 11:00:00,success,"Hướng dẫn KH kiểm tra CIC và giải thích điểm tín dụng tốt.",20,"vay_mua_nha"
INT_0197,KH_059,RM_003,call,2024-02-21 09:30:00,success,"KH startup hỏi về tài khoản và gói cho công ty khởi nghiệp.",25,"tai_khoan_sme"
INT_0198,KH_059,RM_003,email,2024-02-21 11:00:00,sent,"Gửi gói Startup Banking với ưu đãi phí 0 trong 6 tháng đầu.",0,"tai_khoan_sme"
INT_0199,KH_060,RM_001,call,2024-02-22 09:00:00,success,"KH hỏi về bảo hiểm khoản vay kết hợp với vay mua nhà.",15,"bao_hiem_tin_dung"
INT_0200,KH_060,RM_001,email,2024-02-22 10:00:00,sent,"Gửi thông tin bảo hiểm tín dụng nhân thọ kết hợp với khoản vay.",0,"bao_hiem_tin_dung"
